País,Região,Área do Governo Emissor,Título,Tipo,Data,OSS Específico?,Custo,Soberania,Apoio à Indústria Nacional,Modernização,Transparência,Segurança,Ação,Termo,Status,Comentários,Fonte
Colombia,América do Sul,Ministry,Training on the use of OSS for analysis of vulnerabilities,Apoio,2011,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),Software Livre / Código Aberto,Approved,"As part of the strategy Transform with Digital Government, the ICT ministry provided a range of seminars on digital services.",https://gobiernodigital.mintic.gov.co/portal/Eventos/176977:Uso-de-herramientas-o-software-libre-para-el-analisis-de-vulnerabilidades
Colombia,América do Sul,Ministry,"Training on implementation of tools like Open Refine, Xroad and Python",Apoio,2010,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Treinamento,Software Livre / Código Aberto,Approved,ITC Ministry provided training on Open Refine. 76 entities of the Executivo use OSS.,https://www.mintic.gov.co/portal/inicio/Sala-de-prensa/181632:Software-libre-es-una-realidad-en-76-entidades-de-la-Rama-Ejecutiva-con-apoyo-del-MinTIC
Colombia,América do Sul,Legislativo,Projeto de Lei 17/09 (Congressional Gazette 603 from 23/07/2009),Projeto de Lei,2010,Não,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Neutralidade Tecnológica,Software Livre / Código Aberto,Falhou,Projeto de Lei promotes the adoption and use of technology without preferencing any type. Projeto de Lei was archived after the second debate.,http://svrpubindc.imprenta.gov.co/senado/index2.xhtml?ent=Camara&fec=23-07-2009&num=603
Colombia,América do Sul,Legislativo,Projeto de Lei 83/02 (Congressional Gazette 402 from 27/09/2002),Projeto de Lei,2010,Sim,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Aquisição - obrigatório,Software Livre / Código Aberto,Falhou,Projeto de Lei is designed to promote the use of free software in Colombia. Art. 4: all governmental institutions and companies must use OSS exclusively.,http://svrpubindc.imprenta.gov.co/senado/index2.xhtml?ent=Camara&fec=27-09-2002&num=402
Colombia,América do Sul,Legislativo,Projeto de Lei 21/07 (Congressional Gazette 339 from 24/07/2007),Projeto de Lei,2010,Sim,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Neutralidade Tecnológica,Software Livre / Código Aberto,Falhou,"Initially introduced as a second attempt at the 2002 bill, it was later amended to not cover only OSS. Proposed Projeto de Lei 021 specifically states a policy of technological neutrality in software procurement by government entities. The bill encourages exploration into all types of software and technology; however, certain language which calls for the promotion of national tech and software industries and mandates for universities to educate students in different types of software may suggest a proclivity for OSS.",http://svrpubindc.imprenta.gov.co/senado/index2.xhtml?ent=Camara&fec=24-07-2007&num=339
Colombia,América do Sul,Ministry,Training on the use of OSS for analysis of vulnerabilities,Apoio,2011,Sim,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Treinamento,Software Livre / Código Aberto,Approved,"In partnership with Fortinet, the ministry provided a training on the use of OSS for analysis of vulnerabilities.",https://www.mintic.gov.co/portal/inicio/Sala-de-prensa/Nãoticias/198596:740-colombianos-aumentaron-sus-conocimientos-en-ciberseguridad-con-alianza-entre-MinTIC-y-Fortinet &
Costa Rica,América Central e Caribe,Agency,R-CO-26-2007: Technical standards for the management and control of Information Technologies,Directives & Regulation,2012,Não,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Como Usar,OSS,Replaced,"Chapter 3  seeks to promote independent from software, hardware, installing, and services providers. Modified in 2009 and repealed in 2020.",https://www.pgr.go.cr/wp-content/uploads/2016/12/Nãormas_tecnicas_N_2_2007_CO_DFOE_de_la_CGR.pdf
Costa Rica,América Central e Caribe,Executivo,Executivo Decree 40.373: General Regulations for the Administration and Use of Information and Communication Technologies of the Ministry of Culture and Youth,Directives & Regulation,2013,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,Software Livre / Código Aberto,Approved,"Art. 47 states that the Ministry of Culture and Youth can use free software, ensuring respect for intellectual property.",http://www.pgrweb.go.cr/scij/Busqueda/Nãormativa/normas/nrm_texto_completo.aspx?param2=1&nValor1=1&nValor2=84007&nValor3=108196&nValor4=NO&strTipM=TC
Costa Rica,América Central e Caribe,Agency,Strategic Policies for the Management of Information and Communication Technologies of the Costa Rican Institute of Aqueducts and Sewers,Directives & Regulation,2012,Não,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),Software Livre / Código Aberto,Approved,Sec. 6.3.4 states that when possible the institute will implement free software tools for new projects or as alternatives to existing proprietary software.,http://www.pgrweb.go.cr/scij/Busqueda/Nãormativa/normas/nrm_texto_completo.aspx?param2=2&nValor1=1&nValor2=68582&nValor3=82013&nValor4=NO&strTipM=TC
Costa Rica,América Central e Caribe,Executivo,Organizational structure of the Directorate of Information and Communication Technology,Directives & Regulation,2013,Não,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),Software Livre / Código Aberto,Approved,"Establishes the Software Administrating Unit, in charge of managing initiatives for the implementation of Free and/or Licensed Software solutions. The Unit is also expected to conduct studies on the ministerial needs for free software, and conduct pilot tests with the free software tools.",http://www.pgrweb.go.cr/scij/Busqueda/Nãormativa/normas/nrm_texto_completo.aspx?param2=1&nValor1=1&nValor2=75557&nValor3=93774&nValor4=NO&strTipM=TC
Costa Rica,América Central e Caribe,Legislativo,"Projeto de Lei N. 16.912 ""Use of Free Software in State Institutions""",Projeto de Lei,2012,Sim,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aquisição - obrigatório,Software Livre / Código Aberto,Falhou,Art. 3 states that institutions and state-owned companies must give preference to free software.,http://www.pgrweb.go.cr/scij/Busqueda/Nãormativa/pronunciamiento/pro_ficha.aspx?param1=PRD&param6=1&nDictamen=16047&strTipM=T
Costa Rica,América Central e Caribe,Executivo,"Decreto Ejecutivo N°. 30236-J, modifying N° 30.151-J",Directives & Regulation,2011,Não,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Pesquisa e Desenvolvimento (P&D),OSS,Replaced,"Art. 11 states that public institutions can use OSS when it is possible and useful, ensuring respect for intellectual property.",http://www.pgrweb.go.cr/scij/Busqueda/Nãormativa/Nãormas/nrm_texto_completo.aspx?param1=NRTC&nValor1=1&nValor2=47957&nValor3=92050&strTipM=TC
Costa Rica,América Central e Caribe,Legislativo,Use of Free Software in State Institutions,Projeto de Lei,2011,Sim,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Pesquisa e Desenvolvimento (P&D),Software Livre / Código Aberto,Falhou,"Member of political party (PLN) introduced a law on OSS emphasizing its technological independence, local development, costs of ownership but overall, security - one of governments' main concerns. In Nãovember 2006, the Permanent Committee on Government and Administration of the Legislativo Assembly voted down on it. It was archived in 2007.",http://www.pgrweb.go.cr/scij/Busqueda/Nãormativa/pronunciamiento/pro_ficha.aspx?param1=PRD&param6=1&nDictamen=16047&strTipM=T
Costa Rica,América Central e Caribe,Ministry,Decreto ejecutivo N° 37549: Regulation for the Protection of Computer Programs in the Ministries and Institutions Attached to the Central Government,Directives & Regulation,2012,Não,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Aquisição - consultivo,OSS,Approved,Art. 14 allows ministries to use OSS as a useful alternative.,http://www.pgrweb.go.cr/scij/Busqueda/Nãormativa/Nãormas/nrm_texto_completo.aspx?nValor1=1&nValor2=74325
Croatia,Europa,Ministry,OSS Manual,Apoio,2015,Sim,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Como Usar,OSS,Approved,"Published manual on the use of two OSS solutions, Linux and LibreOffice; target audience is public administrations, but accessible to all potential users.",https://joinup.ec.europa.eu/collection/open-source-observatory-osor/news/croatia-publishes-linux-lib
Croatia,Europa,Executivo,Open Source Policy,Directives & Regulation,2006,Sim,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"The Croatian government (Central State Administrative Office for e-Croatia) adopted an open source software policy and issued the following guidelines for developing and using open source software in the government institutions: Government institutions will choose and/or develop open source solutions as much as possible, instead of using closed source alternatives. The government will support development of closed source solutions that use open standards for protocols and file formats, and which are developed in Croatia. The government will support the use of open source programs and open standards outside of its institutions. The government will support the use of open source solutions in educational institutions; both closed and open source solutions will be equally presented to students.",https://slashdot.org/story/06/08/23/009210/croatia-adopts-open-source-policy
Croatia,Europa,Ministry,OSS Working Groups,Apoio,2013,Sim,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,Working groups on OSS solutions and the use of open standards in order to provide consulting services to ministries and other public administration bodies.,https://joinup.ec.europa.eu/collection/open-government/news/croatian-government-creates-w
Cuba,América Central e Caribe,Executivo,Launch of Nãova,Apoio,2013,Sim,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Aquisição - obrigatório,Software Livre / Código Aberto,Approved,The Cuban government is migrating thousands of its computers to Linux to counter Microsoft and the U.S..,https://www.reuters.com/article/technologyNews/idUSTRE51A77S20090211?rpc=64
Curaçao,América Central e Caribe,Ministry,Founds the Curacao Innovation & Technology Institute (pre. Stimul-IT + InnovatieCentrum Curaçao),Apoio,2013,Não,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,"Stimul-IT,   a   government-funded   organization   that    executes    a    range    of    IT    development  initiatives,  especially  software  applications  training,  in  Curaçao.  It  is  a  supporter  of,  and  has incorporated into its curriculum, OSS  options. Stimul-IT was replaced by CITI.",https://unesdoc.unesco.org/ark:/48223/pf0000243822 //https://citi.cw/#gk-bottom1
Cyprus,Europa,Ministry,"National Policy
of the Republic of Cyprus
for Open Science Practices",Strategy,2022,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"The Deputy Ministry of Research, Innovation, and Digital Policy released a policy to actively encourages the release of OSS and research stakeholders to engage in OSS. ",https://www.dmrid.gov.cy/dmrid/research.nsf/All/AA70CE90EBA683F1C225885900404C05/$file/National%20OS%20policy.pdf?OpenElement
Cyprus,Europa,Ministry,National Artificial Intelligence Strategy (TN): Actions for the Utilization and Development of TN in Cyprus,Strategy,2020,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,"The Deputy Ministry of Research, Innovation and Digital Policy released a strategy that states it is necessary to develop an open environment with OSS that will facilitate the development of the Cypriot platform for experimentation and utilization of IT.",http://bit.ly/3gHkizV
Czech Republic,Europa,Executivo,Czech Open Government 2006 Initiative,Strategy,2006,Sim,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Falhou,"Launched to examine the future potential of OSS solutions within Czech public administrations, and potentially position the administration to act as a producer of OSS solutions rather than a user. However, there are legal issues to be addressed regarding the validity of OSS licenses.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_CZ_0.pdf
Czech Republic,Europa,Ministry,Financial and Economic Justification of the Creation of a National Software Platform,Apoio,2005,Sim,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Cooperação,OSS,Approved,Ministry is supporting the Czech Open Source Software Alliance to provide consultation on OSS projects and assist with representation in the EU‘s IDABC with regard to OSS.,http://www.linuxformat.ru/download/foss-russia/1.2.%20Финансово-экономическое%20обоснование%20проекта.pdf
Czech Republic,Europa,Legislativo,The Right to Digital Services Act (law nr. č. 12/2020 Sb.),Projeto de Lei,2019,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Emphasizes expansion of digitization and eGovernment across the public sector; Vladimir Dzurilla, Chief Digital Officer, intends to integrate an open source element into the Czech government portal.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_CZ_0.pdf
Czech Republic,Europa,Executivo,Digital Czechia,Strategy,2018,Não,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Features a chapter titled ""Action Plan against vendor lock-in using open source solutions"".",https://joinup.ec.europa.eu/sites/default/files/inline-files/Digital_Government_Factsheets_Czech%20Republic_2019.pdf
Czech Republic,Europa,Executivo,Czech Information and Communication Policy,Directives & Regulation,2004,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Encouraged use of open standards, recognizing them as a prerequisite for OSS solutions.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_CZ_0.pdf
Denmark,Europa,Agency,Report on Savings from Use of OSS,Apoio,2002,Sim,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,The Danish Board of Technology released a report stating that the public administration would save 500 million Euros over four years by using open source software.  The report also concluded that… open source solutions cannot be dictated as a general principle.,"International Trade Administration, U.S. Department of Commerce, ""Europaan OSS Policy Initiatives"""
Denmark,Europa,Legislativo,Resolution for Offensive Competitive Strategy,Projeto de Lei,2002,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Falhou,Socialist members of the Danish Parliament introduced a motion for a resolution calling for an offensive competitive strategy utilizing open source software and open standards. The motion did not gain the necessary support within Parliament and reportedly will not be re-introduced for a second hearing.,"International Trade Administration, U.S. Department of Commerce, ""Europaan OSS Policy Initiatives"""
Denmark,Europa,Agency,White Paper on a Common Public-Sector Digital Architecture,Other,2017,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,The white paper on a common public-sector digital architecture calls on public entities to embrace sustainable and open source components.,https://en.digst.dk/digital-governance/digital-architecture/white-paper-on-a-common-public-sector-digital-architecture/
Denmark,Europa,Agency,National Open Government Partnership Action Plan 2012,Strategy,2013,Sim,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Aquisição - consultivo,OSS,Approved,"The Danish National Open Government Partnership Action Plan for 2013-2014 highlights the government’s commitment to reusing open source software, 
specifically through the public portal Software Exchange, where authorities can publish, share and re-use open source software.",https://www.opengovpartnership.org/members/denmark/commitments/DK0010/
Denmark,Europa,Legislativo,National Open Government Partnership Action Plan 2013-2014,Strategy,2013,Sim,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Aquisição - consultivo,OSS,Approved,"Details the government's commitment on the reuse of open source software in the public sector, specifically related to the public portal Software Exchange; The Danish Progress Report (2012-2013) said the level of the project's completion as well as the priority of the open source-related commitment was low; concluded that ""the Government should take steps to ensure that the knowledge of the Software Exchange is given broader exposure"".",https://www.opengovpartnership.org/wp-content/uploads/2019/06/Denmark_Open-Government-Action-Plan-2013-2014_ENG_1-sided_print.pdf
Denmark,Europa,Legislativo,Resolution on the Use of Open Standards,Projeto de Lei,2006,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Resolution on the use of open standards for software in the public sector; followed by an open standard policy developed and implemented by the Ministry of Sciences, Technology and Innovation eight months later.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Factsheet_DK_0.pdf
Denmark,Europa,Ministry,Danish Board of Technology Working Group: OSS Recommendations,Apoio,2002,Sim,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Analysis and recommendations drawn up by a working group under the Danish Board of Technology recommended that OSS compete on same level as proprietary software, and for OSS pilot projects.",http://www.softwarechoice.org/download_files/Danish.Policy.pdf
Denmark,Europa,Ministry,Code During the Holidays,Apoio,2011,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,15 chosen students were paid to develop or improve upon open source software for the public sector under the initiative. Discontinued in 2012.,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_DK.pdf
Denmark,Europa,Executivo,Software Strategy,Strategy,2003,Não,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Neutralidade Tecnológica,OSS,Approved,"The government adopted a Software Strategy emphasizing value for money, competition, freedom of choice, and interoperability. The policy expresses no preference for open source, but several open source projects have been initiated under the policy.",http://web.archive.org/web/20060612032218/http:/www.osaia.org/documents/OSAIA%20Policy%20Tracker%20v2.pdf
Djibouti,África,Executivo,National Information and Telecommunications Plan,Strategy,2003,Não,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),Software Livre / Código Aberto,Approved,"The National Information and Telecommunications Plan of Djibouti was approved in 2003. One of the identified strategies was to do research on and test FOSS, in particular Linux, through a new FOSS laboratory. A ""Linux team"" was suggested to help install Linux and Linux networks in schools in Djibouti.",http://www.hartford-hwp.com/archives/33/034.html
Dominica,América Central e Caribe,Ministry,Policy and Activity Principles,Directives & Regulation,2013,Não,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"ICT Unit under the Ministry of Public Works and the Digital Economy is mandated with ""selection, customization and writing software applications, with special emphasis on developing and using open source software"".",https://publicworks.gov.dm/divisions/information-and-communication-technology-unit
Dominican Republic,América Central e Caribe,Legislativo,Law 1-12: National Development Strategy 2030,Projeto de Lei,2013,Não,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aquisição - consultivo,Software Livre / Código Aberto,Approved,"As a means to achieve universal access and use of ICTs, line of action 3.3.5.7 promotes the use of free software for the applications of electronic government.",https://mepyd.gob.do/mepyd/wp-content/uploads/archivos/end/marco-legal/ley-estrategia-nacional-de-desarrollo.pdf
Dominican Republic,América Central e Caribe,Executivo,NORTIC A1: General Nãorm on the Use and Implementation of ICTs in the Dominican State,Directives & Regulation,2013,Não,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aquisição - obrigatório,Software Livre / Código Aberto,Approved,"The ICT Governmental Office depends on the Executivo, and was created to plan and execute the electronic government agenda. Section 5.03 of the norm states that governmental organisms must develop their applications based on open source and licenses.",https://ogtic.gob.do/nortic-a12014/
Ecuador,América do Sul,Executivo,Strategy for the Implementation of Free Software in the Central Public Administration,Strategy,2009,Sim,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Como Usar,Software Livre / Código Aberto,Approved,"The strategy is set by the Undersecretariat for Informatics, which is structured under the Executivo. It defines policies, objectives and action plans based on four strategic axes: promulgation of standards and regulations; formation of critical mass, planning, monitoring and control; and, dissemination of Free Software.",https://cti.gobiernoelectronico.gob.ec/ayuda/manual/decreto_1014.pdf
Ecuador,América do Sul,Executivo,Executivo Decree 1014,Directives & Regulation,2008,Sim,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Aquisição - obrigatório,Software Livre / Código Aberto,Approved,Executivo Decree 1014 made FLOSS mandatory for public administration entities.,http://ia800207.us.archive.org/22/items/decreto/Decreto_1014_software_libre_Ecuador.pdf
Ecuador,América do Sul,Legislativo,"Organic Code of Social Economy of Knowledge, Creativity and Innovation",Projeto de Lei,2016,Não,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Aquisição - obrigatório,OSS,Approved,Art. 145 directs public sector institutions to conduct a feasibility study to migrate their digital technologies to open software. Art. 148 sets OSS as the first choice for software procurement. Transitional provision 13 requires those institutions that have to use free software to develop a migration plan.,https://lotaip.ikiam.edu.ec/ikiam2019/abril/anexos/Mat%20A2-Base_Legal/codigo_organico_de_la_economia%20social_de_los_conocimientos_creatividad_e_innovacion.pdf
Ecuador,América do Sul,Ministry,National Plan for Electronic Government 2018-2021,Strategy,2018,Não,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),Software Livre / Código Aberto,Approved,The National Plan for Electronic Government 2018-2021 focused significantly on the high rates of FOSS achieved in Ecuador and cited it as a goal to continue pursuing to reduce public costs.,https://www.gobiernoelectronico.gob.ec/wp-content/uploads/2018/09/PNGE_2018_2021sv2.pdf
Egypt,África,Ministry,National FOSS Strategy,Strategy,2014,Sim,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),Software Livre / Código Aberto,Approved,"The National FOSS Strategy ""addresses Egypt’s challenges in relation with the market uptake, awareness, education and business know-how for FOSS start-up companies"".",http://bit.ly/3u6enHH
El Salvador,América Central e Caribe,Executivo,Guidelines for the Use of Free Software within the Executivo,Other,2019,Sim,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aquisição - consultivo,Software Livre / Código Aberto,Approved,The guidelines promote the use of solutions and standards by the executive that are free and open. Software developed by the Executivo are public goods.,https://www.gobiernoelectronico.gob.sv/wp-content/uploads/2019/05/Frimado-Lineamientos-uso-de-software-libre-en-el-organo-ejecutivo.pdf
Estonia,Europa,Executivo,eGovernment building blocks,Apoio,2015,Sim,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Repositório,OSS,Approved,OSS solutions developed by Estonian government agencies are available on GitHub.,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_EE.pdf
Estonia,Europa,Executivo,On The Use Of Open Source Free Software In The Public Sector Of Estonia,Apoio,2003,Sim,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Aquisição - consultivo,Both,Approved,"Recommends and proposes open source software and free software solutions on the basis of ensuring the ""longevity, independence, transparency and reliability"" of public administration information systems; also considers the drawbacks of OSS solutions.",http://web.archive.org/web/20211030090913/https://webzone.ee/zeroconf/materjalid/avatud_lahtekoodi_kasutamisest_eesti_avalikus_sektoris.pdf
Estonia,Europa,Ministry,Interoperability of the State Information System: Software Framework,Apoio,2012,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Covers principles of procurement, management, and development of public sector software. Includes both proprietary and OSS solutions, favoring OSS but not imposing any restrictions on the use of proprietary software",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_EE.pdf
Estonia,Europa,Ministry,The National Interoperability Framework of the State Information System,Apoio,2011,Não,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Aquisição - obrigatório,Both,Approved,"Outlines rules for compliance when public sector institutions are developing information systems, with a chapter dedicated to software and specifications on interoperability and OSS. ""Public sector institutions should follow the principles of openness when developing the architecture of their information systems and procuring software."" OSS alternatives must be taken into account when procuring software, and if proprietary software is chosen, it must be suitably justified.",https://www.unapcict.org/sites/default/files/2019-01/Estonian%20IT%20Interoperability%20Framework%20-%20Abridgement%20of%20Version%203.0.pdf
Estonia,Europa,Legislativo,Estonian State Property Act,Projeto de Lei,2021,Sim,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Repositório,OSS,Approved,The Estonian State Property Act was amended to require that all software for which the state owns the property rights should be made available publicly (a description of the public software and the conditions of use of the software).,https://joinup.ec.europa.eu/collection/open-source-observatory-osor/news/estonia-makes-public-software-public
Estonia,Europa,Executivo,Government repository (Koodivaramu),Apoio,2019,Sim,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Repositório,OSS,Approved,OSS solutions developed for the government are made public and freely available on this platform.,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_EE.pdf
Europaan Union,Europa,Legislativo,Resolution on the Promotion and Introduction of OSS,Projeto de Lei,2004,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Falhou,Formulated a Draft Nãormal Resolution for governments to promote the introduction and use of free and open source software within their governmental bodies and public administrations and will submit a proposal for a Europaan Directive on Open standards and Interoperability.,http://www.europeangreens.org/cms/default/rubrik/9/9034.htm
Europaan Union,Europa,Executivo,Three Roses Initiative,Apoio,2002,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Under the Information Society Technologies program, the EU Commission launched the Three Roses Initiative to provide funding for the use of open source software in e- government services and e-business solutions in EU Member States.","International Trade Administration, U.S. Department of Commerce, ""Europaan OSS Policy Initiatives"""
Europaan Union,Europa,Executivo,"Report on Software Technologies, Embedded Systems, and Distributed Systems",Apoio,2002,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"ISTAG published a report on Software Technologies, Embedded Systems, and
Distributed Systems‘ calling for the use of open source licensing for software generated in the Information Society Technologies (IST) program.  Under the IST program, the EU Commission launched the Three Roses Initiative‘ to provide funding for the use of open source software in e-government services and e-business solutions in EU Member States.","International Trade Administration, U.S. Department of Commerce, ""Europaan OSS Policy Initiatives"""
Europaan Union,Europa,Executivo,Resolution on Network and Information Security,Directives & Regulation,2001,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,A resolution on network and information security approved by the Council of EU Telecommunications Ministers encouraged the EU Member States to initiate effective and interoperable security solutions based on recognized standards including open source software in their e-government and e-procurement activities.,"International Trade Administration, U.S. Department of Commerce, ""Europaan OSS Policy Initiatives"""
Europaan Union,Europa,Executivo,Declaration on E-Government,Directives & Regulation,2001,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"The Ministers of Public Service and Administration of the EU Member States, the EFTA Member States, and the accession countries included open source language in a declaration underlining the importance of e-government to the development of Europa's Information Society.","International Trade Administration, U.S. Department of Commerce, ""Europaan OSS Policy Initiatives"""
Europaan Union,Europa,Legislativo,Resolution on Echelon Interception System,Projeto de Lei,2001,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,Adopted a resolution proposed by the committee on the Echelon Interception System.  The resolution urged the Commission and Member States to promote Europaan encryption software and support projects aimed at developing open source encryption software.,"International Trade Administration, U.S. Department of Commerce, ""Europaan OSS Policy Initiatives"""
Europaan Union,Europa,Executivo,Open Source Observatory Apoio,Apoio,2004,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cooperação,OSS,Approved,The Open Source Observatory aims to provide support for initiatives that encourage uptake of OSS and spread good practice in its use.,http://ec.europa.eu/enterprise/library/enterprise-europe/issue14/articles/en/enterprise22_en.htm
Europaan Union,Europa,Executivo,Information Society Technologies: 2003-2004 Workprogramme,Strategy,2003,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Como Usar,OSS,Approved,"Set by the Europaan Commission. Encourages the use of open source software solutions when possible ""for all aspects of inter- and intra- government operations to increase interoperability as well as within eHealth services.",http://web.archive.org/web/20041019045617/http://www.csic.es/sgri/2cuadroa.doc
Europaan Union,Europa,Executivo,Service in Apoio of OSS use in Public Administrations,Apoio,2003,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Como Usar,OSS,Approved,Call for Tender ―to establish a service in support of public administrations using open source software with the intention of encouraging the spread of good practice.,http://ted.publications.eu.int/official/Exec?DataFlow=ShowPage.dflTemplate=TED/N_one_result_detail_curr.htmdocnumber=42112%202003docId=42112 -2003StatLang=EN
Europaan Union,Europa,Executivo,IDA Open Source Migration Guidelines,Other,2003,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Como Usar,OSS,Approved,"The IDA Open Source Migration Guidelines provide practical and detailed recommendations on how to migrate to Open Source Software (OSS)-based office applications, calendaring, e-mail and other standard applications.",http://web.archive.org/web/20100402105411/http:/www.netproject.com/docs/migoss/v1.0/
Europaan Union,Europa,Executivo,eEuropa 2005 Action Plan,Strategy,2005,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Set by the Europaan Commission. By end 2003, the Commission will issue an interoperability framework which will be based on open standards and encourage the use of open source software.",https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=COM:2002:0263:FIN:EN:PDF
